Pair	Cnt	BinomQ	BinomP
chr16_24880000_24885000-chr16_25415000_25420000	0	0.750458	0.612426
chr16_25455000_25460000-chr16_25990000_25995000	2	0.525789	0.0701738
chr16_25655000_25660000-chr16_26190000_26195000	1	0.584739	0.24423
chr16_25880000_25885000-chr16_26415000_26420000	1	0.584739	0.24423
chr16_2645000_2650000-chr16_3180000_3185000	1	0.584739	0.24423
chr16_26700000_26705000-chr16_27235000_27240000	0	0.750458	0.612426
chr16_27095000_27100000-chr16_27630000_27635000	0	0.750458	0.612426
chr16_28335000_28340000-chr16_28870000_28875000	1	0.584739	0.24423
chr16_29135000_29140000-chr16_29670000_29675000	1	0.584739	0.24423
chr16_29365000_29370000-chr16_29900000_29905000	5	0.0537078	0.000422766
chr16_29420000_29425000-chr16_29955000_29960000	3	0.339899	0.0155834
chr16_30910000_30915000-chr16_31445000_31450000	0	0.750458	0.612426
chr16_30975000_30980000-chr16_31510000_31515000	1	0.584739	0.24423
chr16_31300000_31305000-chr16_31835000_31840000	1	0.584739	0.24423
chr16_34585000_34590000-chr16_35120000_35125000	7	0.00319202	6.18965e-06
chr16_3570000_3575000-chr16_4105000_4110000	1	0.584739	0.24423
chr16_3625000_3630000-chr16_4160000_4165000	2	0.525789	0.0701738
chr16_3800000_3805000-chr16_4335000_4340000	1	0.584739	0.24423
chr16_4025000_4030000-chr16_4560000_4565000	0	0.750458	0.612426
chr16_4230000_4235000-chr16_4765000_4770000	1	0.584739	0.24423
chr16_47060000_47065000-chr16_47595000_47600000	1	0.584739	0.24423
chr16_47275000_47280000-chr16_47810000_47815000	2	0.525789	0.0701738
chr16_47435000_47440000-chr16_47970000_47975000	1	0.584739	0.24423
chr16_47575000_47580000-chr16_48110000_48115000	1	0.584739	0.24423
chr16_48135000_48140000-chr16_48670000_48675000	1	0.584739	0.24423
chr16_48230000_48235000-chr16_48765000_48770000	1	0.584739	0.24423
chr16_48370000_48375000-chr16_48905000_48910000	1	0.584739	0.24423
chr16_48765000_48770000-chr16_49300000_49305000	3	0.339899	0.0155834
chr16_48770000_48775000-chr16_49305000_49310000	4	0.160398	0.00280433
chr16_48950000_48955000-chr16_49485000_49490000	1	0.584739	0.24423
chr16_49350000_49355000-chr16_49885000_49890000	1	0.584739	0.24423
chr16_49355000_49360000-chr16_49890000_49895000	1	0.584739	0.24423
chr16_49465000_49470000-chr16_50000000_50005000	2	0.525789	0.0701738
chr16_50100000_50105000-chr16_50635000_50640000	2	0.525789	0.0701738
chr16_50165000_50170000-chr16_50700000_50705000	0	0.750458	0.612426
chr16_50455000_50460000-chr16_50990000_50995000	0	0.750458	0.612426
chr16_50535000_50540000-chr16_51070000_51075000	1	0.584739	0.24423
chr16_50990000_50995000-chr16_51525000_51530000	1	0.584739	0.24423
chr16_51095000_51100000-chr16_51630000_51635000	1	0.584739	0.24423
chr16_51355000_51360000-chr16_51890000_51895000	1	0.584739	0.24423
chr16_52565000_52570000-chr16_53100000_53105000	1	0.584739	0.24423
chr16_5265000_5270000-chr16_5800000_5805000	2	0.525789	0.0701738
chr16_5330000_5335000-chr16_5865000_5870000	1	0.584739	0.24423
chr16_53645000_53650000-chr16_54180000_54185000	0	0.750458	0.612426
chr16_53665000_53670000-chr16_54200000_54205000	1	0.584739	0.24423
chr16_53975000_53980000-chr16_54510000_54515000	1	0.584739	0.24423
chr16_54140000_54145000-chr16_54675000_54680000	0	0.750458	0.612426
chr16_54330000_54335000-chr16_54865000_54870000	2	0.525789	0.0701738
chr16_54510000_54515000-chr16_55045000_55050000	1	0.584739	0.24423
chr16_5470000_5475000-chr16_6005000_6010000	1	0.584739	0.24423
chr16_54870000_54875000-chr16_55405000_55410000	1	0.584739	0.24423
chr16_55255000_55260000-chr16_55790000_55795000	1	0.584739	0.24423
chr16_55325000_55330000-chr16_55860000_55865000	0	0.750458	0.612426
chr16_55375000_55380000-chr16_55910000_55915000	0	0.750458	0.612426
chr16_55795000_55800000-chr16_56330000_56335000	1	0.584739	0.24423
chr16_55905000_55910000-chr16_56440000_56445000	1	0.584739	0.24423
chr16_56495000_56500000-chr16_57030000_57035000	0	0.750458	0.612426
chr16_56800000_56805000-chr16_57335000_57340000	0	0.750458	0.612426
chr16_57595000_57600000-chr16_58130000_58135000	0	0.750458	0.612426
chr16_58160000_58165000-chr16_58695000_58700000	0	0.750458	0.612426
chr16_58250000_58255000-chr16_58785000_58790000	0	0.750458	0.612426
chr16_58405000_58410000-chr16_58940000_58945000	0	0.750458	0.612426
chr16_58840000_58845000-chr16_59375000_59380000	1	0.584739	0.24423
chr16_58845000_58850000-chr16_59380000_59385000	2	0.525789	0.0701738
chr16_58920000_58925000-chr16_59455000_59460000	1	0.584739	0.24423
chr16_58930000_58935000-chr16_59465000_59470000	1	0.584739	0.24423
chr16_590000_595000-chr16_1125000_1130000	1	0.584739	0.24423
chr16_59050000_59055000-chr16_59585000_59590000	0	0.750458	0.612426
chr16_59150000_59155000-chr16_59685000_59690000	0	0.750458	0.612426
chr16_59395000_59400000-chr16_59930000_59935000	1	0.584739	0.24423
chr16_59585000_59590000-chr16_60120000_60125000	1	0.584739	0.24423
chr16_59620000_59625000-chr16_60155000_60160000	0	0.750458	0.612426
chr16_59645000_59650000-chr16_60180000_60185000	1	0.584739	0.24423
chr16_59825000_59830000-chr16_60360000_60365000	1	0.584739	0.24423
chr16_60205000_60210000-chr16_60740000_60745000	1	0.584739	0.24423
chr16_60410000_60415000-chr16_60945000_60950000	1	0.584739	0.24423
chr16_60845000_60850000-chr16_61380000_61385000	1	0.584739	0.24423
chr16_60885000_60890000-chr16_61420000_61425000	2	0.525789	0.0701738
chr16_61070000_61075000-chr16_61605000_61610000	0	0.750458	0.612426
chr16_61155000_61160000-chr16_61690000_61695000	1	0.584739	0.24423
chr16_61195000_61200000-chr16_61730000_61735000	1	0.584739	0.24423
chr16_61875000_61880000-chr16_62410000_62415000	1	0.584739	0.24423
chr16_62010000_62015000-chr16_62545000_62550000	1	0.584739	0.24423
chr16_62115000_62120000-chr16_62650000_62655000	1	0.584739	0.24423
chr16_62500000_62505000-chr16_63035000_63040000	1	0.584739	0.24423
chr16_63360000_63365000-chr16_63895000_63900000	1	0.584739	0.24423
chr16_63490000_63495000-chr16_64025000_64030000	3	0.339899	0.0155834
chr16_63585000_63590000-chr16_64120000_64125000	0	0.750458	0.612426
chr16_6375000_6380000-chr16_6910000_6915000	2	0.525789	0.0701738
chr16_64080000_64085000-chr16_64615000_64620000	1	0.584739	0.24423
chr16_64125000_64130000-chr16_64660000_64665000	1	0.584739	0.24423
chr16_64310000_64315000-chr16_64845000_64850000	0	0.750458	0.612426
chr16_64435000_64440000-chr16_64970000_64975000	1	0.584739	0.24423
chr16_64445000_64450000-chr16_64980000_64985000	1	0.584739	0.24423
chr16_64620000_64625000-chr16_65155000_65160000	2	0.525789	0.0701738
chr16_64740000_64745000-chr16_65275000_65280000	0	0.750458	0.612426
chr16_64845000_64850000-chr16_65380000_65385000	2	0.525789	0.0701738
chr16_65315000_65320000-chr16_65850000_65855000	1	0.584739	0.24423
chr16_65445000_65450000-chr16_65980000_65985000	1	0.584739	0.24423
chr16_65550000_65555000-chr16_66085000_66090000	0	0.750458	0.612426
chr16_65610000_65615000-chr16_66145000_66150000	3	0.339899	0.0155834
chr16_65715000_65720000-chr16_66250000_66255000	0	0.750458	0.612426
chr16_67425000_67430000-chr16_67960000_67965000	0	0.750458	0.612426
chr16_67540000_67545000-chr16_68075000_68080000	1	0.584739	0.24423
chr16_67725000_67730000-chr16_68260000_68265000	0	0.750458	0.612426
chr16_67730000_67735000-chr16_68265000_68270000	2	0.525789	0.0701738
chr16_6780000_6785000-chr16_7315000_7320000	0	0.750458	0.612426
chr16_68080000_68085000-chr16_68615000_68620000	1	0.584739	0.24423
chr16_68145000_68150000-chr16_68680000_68685000	0	0.750458	0.612426
chr16_68265000_68270000-chr16_68800000_68805000	1	0.584739	0.24423
chr16_68610000_68615000-chr16_69145000_69150000	0	0.750458	0.612426
chr16_69415000_69420000-chr16_69950000_69955000	0	0.750458	0.612426
chr16_69775000_69780000-chr16_70310000_70315000	2	0.525789	0.0701738
chr16_71400000_71405000-chr16_71935000_71940000	0	0.750458	0.612426
chr16_71710000_71715000-chr16_72245000_72250000	1	0.584739	0.24423
chr16_71945000_71950000-chr16_72480000_72485000	0	0.750458	0.612426
chr16_7205000_7210000-chr16_7740000_7745000	2	0.525789	0.0701738
chr16_72300000_72305000-chr16_72835000_72840000	0	0.750458	0.612426
chr16_72480000_72485000-chr16_73015000_73020000	2	0.525789	0.0701738
chr16_72600000_72605000-chr16_73135000_73140000	0	0.750458	0.612426
chr16_7300000_7305000-chr16_7835000_7840000	0	0.750458	0.612426
chr16_73015000_73020000-chr16_73550000_73555000	0	0.750458	0.612426
chr16_7315000_7320000-chr16_7850000_7855000	1	0.584739	0.24423
chr16_73300000_73305000-chr16_73835000_73840000	1	0.584739	0.24423
chr16_73720000_73725000-chr16_74255000_74260000	1	0.584739	0.24423
chr16_7375000_7380000-chr16_7910000_7915000	1	0.584739	0.24423
chr16_74710000_74715000-chr16_75245000_75250000	1	0.584739	0.24423
chr16_75035000_75040000-chr16_75570000_75575000	0	0.750458	0.612426
chr16_7510000_7515000-chr16_8045000_8050000	1	0.584739	0.24423
chr16_75930000_75935000-chr16_76465000_76470000	1	0.584739	0.24423
chr16_76550000_76555000-chr16_77085000_77090000	1	0.584739	0.24423
chr16_7700000_7705000-chr16_8235000_8240000	1	0.584739	0.24423
chr16_77200000_77205000-chr16_77735000_77740000	0	0.750458	0.612426
chr16_7740000_7745000-chr16_8275000_8280000	1	0.584739	0.24423
chr16_77430000_77435000-chr16_77965000_77970000	0	0.750458	0.612426
chr16_77645000_77650000-chr16_78180000_78185000	0	0.750458	0.612426
chr16_77700000_77705000-chr16_78235000_78240000	0	0.750458	0.612426
chr16_77740000_77745000-chr16_78275000_78280000	0	0.750458	0.612426
chr16_78180000_78185000-chr16_78715000_78720000	0	0.750458	0.612426
chr16_7835000_7840000-chr16_8370000_8375000	0	0.750458	0.612426
chr16_7850000_7855000-chr16_8385000_8390000	0	0.750458	0.612426
chr16_78540000_78545000-chr16_79075000_79080000	1	0.584739	0.24423
chr16_7885000_7890000-chr16_8420000_8425000	0	0.750458	0.612426
chr16_79125000_79130000-chr16_79660000_79665000	0	0.750458	0.612426
chr16_80010000_80015000-chr16_80545000_80550000	0	0.750458	0.612426
chr16_80940000_80945000-chr16_81475000_81480000	0	0.750458	0.612426
chr16_81010000_81015000-chr16_81545000_81550000	1	0.584739	0.24423
chr16_81040000_81045000-chr16_81575000_81580000	1	0.584739	0.24423
chr16_81205000_81210000-chr16_81740000_81745000	0	0.750458	0.612426
chr16_82140000_82145000-chr16_82675000_82680000	1	0.584739	0.24423
chr16_82315000_82320000-chr16_82850000_82855000	0	0.750458	0.612426
chr16_82455000_82460000-chr16_82990000_82995000	0	0.750458	0.612426
chr16_82565000_82570000-chr16_83100000_83105000	0	0.750458	0.612426
chr16_82620000_82625000-chr16_83155000_83160000	0	0.750458	0.612426
chr16_82660000_82665000-chr16_83195000_83200000	2	0.525789	0.0701738
chr16_82740000_82745000-chr16_83275000_83280000	0	0.750458	0.612426
chr16_83355000_83360000-chr16_83890000_83895000	2	0.525789	0.0701738
chr16_83400000_83405000-chr16_83935000_83940000	0	0.750458	0.612426
chr16_84000000_84005000-chr16_84535000_84540000	1	0.584739	0.24423
chr16_85140000_85145000-chr16_85675000_85680000	1	0.584739	0.24423
chr16_85200000_85205000-chr16_85735000_85740000	1	0.584739	0.24423
chr16_85405000_85410000-chr16_85940000_85945000	0	0.750458	0.612426
chr16_85820000_85825000-chr16_86355000_86360000	0	0.750458	0.612426
chr16_86085000_86090000-chr16_86620000_86625000	0	0.750458	0.612426
chr16_86555000_86560000-chr16_87090000_87095000	0	0.750458	0.612426
chr16_87810000_87815000-chr16_88345000_88350000	2	0.525789	0.0701738
chr16_88005000_88010000-chr16_88540000_88545000	1	0.584739	0.24423
chr16_88490000_88495000-chr16_89025000_89030000	1	0.584739	0.24423
chr16_88595000_88600000-chr16_89130000_89135000	0	0.750458	0.612426
chr16_89010000_89015000-chr16_89545000_89550000	0	0.750458	0.612426
chr16_89270000_89275000-chr16_89805000_89810000	1	0.584739	0.24423
chr16_9510000_9515000-chr16_10045000_10050000	1	0.584739	0.24423
chr16_9975000_9980000-chr16_10510000_10515000	2	0.525789	0.0701738
chr16_10200000_10205000-chr16_10740000_10745000	0	0.74604	0.537618
chr16_10245000_10250000-chr16_10785000_10790000	1	0.584454	0.180128
chr16_10335000_10340000-chr16_10875000_10880000	0	0.74604	0.537618
chr16_10385000_10390000-chr16_10925000_10930000	1	0.584454	0.180128
chr16_10660000_10665000-chr16_11200000_11205000	0	0.74604	0.537618
chr16_110000_115000-chr16_650000_655000	2	0.485567	0.0427595
chr16_1115000_1120000-chr16_1655000_1660000	1	0.584454	0.180128
chr16_11175000_11180000-chr16_11715000_11720000	0	0.74604	0.537618
chr16_11185000_11190000-chr16_11725000_11730000	1	0.584454	0.180128
chr16_11265000_11270000-chr16_11805000_11810000	0	0.74604	0.537618
chr16_1135000_1140000-chr16_1675000_1680000	1	0.584454	0.180128
chr16_11555000_11560000-chr16_12095000_12100000	2	0.485567	0.0427595
chr16_11570000_11575000-chr16_12110000_12115000	0	0.74604	0.537618
chr16_11685000_11690000-chr16_12225000_12230000	0	0.74604	0.537618
chr16_12135000_12140000-chr16_12675000_12680000	1	0.584454	0.180128
chr16_12155000_12160000-chr16_12695000_12700000	1	0.584454	0.180128
chr16_12250000_12255000-chr16_12790000_12795000	0	0.74604	0.537618
chr16_12290000_12295000-chr16_12830000_12835000	1	0.584454	0.180128
chr16_13150000_13155000-chr16_13690000_13695000	2	0.485567	0.0427595
chr16_13295000_13300000-chr16_13835000_13840000	1	0.584454	0.180128
chr16_14015000_14020000-chr16_14555000_14560000	1	0.584454	0.180128
chr16_1465000_1470000-chr16_2005000_2010000	1	0.584454	0.180128
chr16_15610000_15615000-chr16_16150000_16155000	0	0.74604	0.537618
chr16_15810000_15815000-chr16_16350000_16355000	4	0.101159	0.00114199
chr16_1655000_1660000-chr16_2195000_2200000	0	0.74604	0.537618
chr16_17165000_17170000-chr16_17705000_17710000	1	0.584454	0.180128
chr16_17235000_17240000-chr16_17775000_17780000	1	0.584454	0.180128
chr16_1870000_1875000-chr16_2410000_2415000	1	0.584454	0.180128
chr16_19190000_19195000-chr16_19730000_19735000	0	0.74604	0.537618
chr16_19330000_19335000-chr16_19870000_19875000	1	0.584454	0.180128
chr16_195000_200000-chr16_735000_740000	0	0.74604	0.537618
chr16_19510000_19515000-chr16_20050000_20055000	1	0.584454	0.180128
chr16_19840000_19845000-chr16_20380000_20385000	1	0.584454	0.180128
chr16_20405000_20410000-chr16_20945000_20950000	1	0.584454	0.180128
chr16_20705000_20710000-chr16_21245000_21250000	1	0.584454	0.180128
chr16_20995000_21000000-chr16_21535000_21540000	0	0.74604	0.537618
chr16_22775000_22780000-chr16_23315000_23320000	0	0.74604	0.537618
chr16_22910000_22915000-chr16_23450000_23455000	1	0.584454	0.180128
chr16_23315000_23320000-chr16_23855000_23860000	2	0.485567	0.0427595
chr16_23545000_23550000-chr16_24085000_24090000	0	0.74604	0.537618
chr16_23750000_23755000-chr16_24290000_24295000	0	0.74604	0.537618
chr16_23955000_23960000-chr16_24495000_24500000	1	0.584454	0.180128
chr16_24080000_24085000-chr16_24620000_24625000	0	0.74604	0.537618
chr16_25375000_25380000-chr16_25915000_25920000	1	0.584454	0.180128
chr16_25425000_25430000-chr16_25965000_25970000	1	0.584454	0.180128
chr16_2555000_2560000-chr16_3095000_3100000	1	0.584454	0.180128
chr16_25575000_25580000-chr16_26115000_26120000	2	0.485567	0.0427595
chr16_26550000_26555000-chr16_27090000_27095000	3	0.259309	0.00778136
chr16_26600000_26605000-chr16_27140000_27145000	0	0.74604	0.537618
chr16_26895000_26900000-chr16_27435000_27440000	1	0.584454	0.180128
chr16_26990000_26995000-chr16_27530000_27535000	0	0.74604	0.537618
chr16_27035000_27040000-chr16_27575000_27580000	0	0.74604	0.537618
chr16_27370000_27375000-chr16_27910000_27915000	1	0.584454	0.180128
chr16_27510000_27515000-chr16_28050000_28055000	1	0.584454	0.180128
chr16_27980000_27985000-chr16_28520000_28525000	1	0.584454	0.180128
chr16_29865000_29870000-chr16_30405000_30410000	1	0.584454	0.180128
chr16_30465000_30470000-chr16_31005000_31010000	0	0.74604	0.537618
chr16_30675000_30680000-chr16_31215000_31220000	1	0.584454	0.180128
chr16_30900000_30905000-chr16_31440000_31445000	0	0.74604	0.537618
chr16_31390000_31395000-chr16_31930000_31935000	1	0.584454	0.180128
chr16_34430000_34435000-chr16_34970000_34975000	1	0.584454	0.180128
chr16_34585000_34590000-chr16_35125000_35130000	2	0.485567	0.0427595
chr16_3620000_3625000-chr16_4160000_4165000	1	0.584454	0.180128
chr16_3765000_3770000-chr16_4305000_4310000	3	0.259309	0.00778136
chr16_3910000_3915000-chr16_4450000_4455000	0	0.74604	0.537618
chr16_405000_410000-chr16_945000_950000	1	0.584454	0.180128
chr16_4560000_4565000-chr16_5100000_5105000	1	0.584454	0.180128
chr16_46530000_46535000-chr16_47070000_47075000	1	0.584454	0.180128
chr16_46615000_46620000-chr16_47155000_47160000	0	0.74604	0.537618
chr16_47000000_47005000-chr16_47540000_47545000	1	0.584454	0.180128
chr16_47200000_47205000-chr16_47740000_47745000	1	0.584454	0.180128
chr16_47275000_47280000-chr16_47815000_47820000	3	0.259309	0.00778136
chr16_47430000_47435000-chr16_47970000_47975000	2	0.485567	0.0427595
chr16_47435000_47440000-chr16_47975000_47980000	1	0.584454	0.180128
chr16_48010000_48015000-chr16_48550000_48555000	0	0.74604	0.537618
chr16_48015000_48020000-chr16_48555000_48560000	0	0.74604	0.537618
chr16_48130000_48135000-chr16_48670000_48675000	2	0.485567	0.0427595
chr16_48765000_48770000-chr16_49305000_49310000	1	0.584454	0.180128
chr16_48955000_48960000-chr16_49495000_49500000	1	0.584454	0.180128
chr16_49000000_49005000-chr16_49540000_49545000	0	0.74604	0.537618
chr16_49445000_49450000-chr16_49985000_49990000	1	0.584454	0.180128
chr16_49965000_49970000-chr16_50505000_50510000	1	0.584454	0.180128
chr16_50435000_50440000-chr16_50975000_50980000	0	0.74604	0.537618
chr16_51070000_51075000-chr16_51610000_51615000	1	0.584454	0.180128
chr16_51290000_51295000-chr16_51830000_51835000	0	0.74604	0.537618
chr16_5165000_5170000-chr16_5705000_5710000	1	0.584454	0.180128
chr16_51835000_51840000-chr16_52375000_52380000	1	0.584454	0.180128
chr16_52250000_52255000-chr16_52790000_52795000	1	0.584454	0.180128
chr16_5305000_5310000-chr16_5845000_5850000	2	0.485567	0.0427595
chr16_53480000_53485000-chr16_54020000_54025000	1	0.584454	0.180128
chr16_53660000_53665000-chr16_54200000_54205000	0	0.74604	0.537618
chr16_53790000_53795000-chr16_54330000_54335000	0	0.74604	0.537618
chr16_53820000_53825000-chr16_54360000_54365000	2	0.485567	0.0427595
chr16_54110000_54115000-chr16_54650000_54655000	0	0.74604	0.537618
chr16_54265000_54270000-chr16_54805000_54810000	1	0.584454	0.180128
chr16_54330000_54335000-chr16_54870000_54875000	0	0.74604	0.537618
chr16_54410000_54415000-chr16_54950000_54955000	0	0.74604	0.537618
chr16_54505000_54510000-chr16_55045000_55050000	2	0.485567	0.0427595
chr16_54520000_54525000-chr16_55060000_55065000	1	0.584454	0.180128
chr16_54555000_54560000-chr16_55095000_55100000	1	0.584454	0.180128
chr16_54590000_54595000-chr16_55130000_55135000	0	0.74604	0.537618
chr16_54865000_54870000-chr16_55405000_55410000	0	0.74604	0.537618
chr16_54965000_54970000-chr16_55505000_55510000	0	0.74604	0.537618
chr16_55160000_55165000-chr16_55700000_55705000	0	0.74604	0.537618
chr16_55425000_55430000-chr16_55965000_55970000	1	0.584454	0.180128
chr16_55470000_55475000-chr16_56010000_56015000	1	0.584454	0.180128
chr16_55525000_55530000-chr16_56065000_56070000	0	0.74604	0.537618
chr16_55715000_55720000-chr16_56255000_56260000	0	0.74604	0.537618
chr16_55795000_55800000-chr16_56335000_56340000	2	0.485567	0.0427595
chr16_56075000_56080000-chr16_56615000_56620000	0	0.74604	0.537618
chr16_56555000_56560000-chr16_57095000_57100000	0	0.74604	0.537618
chr16_57170000_57175000-chr16_57710000_57715000	0	0.74604	0.537618
chr16_57420000_57425000-chr16_57960000_57965000	0	0.74604	0.537618
chr16_57580000_57585000-chr16_58120000_58125000	1	0.584454	0.180128
chr16_57585000_57590000-chr16_58125000_58130000	0	0.74604	0.537618
chr16_57710000_57715000-chr16_58250000_58255000	0	0.74604	0.537618
chr16_58840000_58845000-chr16_59380000_59385000	1	0.584454	0.180128
chr16_58920000_58925000-chr16_59460000_59465000	1	0.584454	0.180128
chr16_59045000_59050000-chr16_59585000_59590000	1	0.584454	0.180128
chr16_59050000_59055000-chr16_59590000_59595000	1	0.584454	0.180128
chr16_59665000_59670000-chr16_60205000_60210000	0	0.74604	0.537618
chr16_59730000_59735000-chr16_60270000_60275000	1	0.584454	0.180128
chr16_59775000_59780000-chr16_60315000_60320000	1	0.584454	0.180128
chr16_61215000_61220000-chr16_61755000_61760000	2	0.485567	0.0427595
chr16_61595000_61600000-chr16_62135000_62140000	1	0.584454	0.180128
chr16_62495000_62500000-chr16_63035000_63040000	1	0.584454	0.180128
chr16_6280000_6285000-chr16_6820000_6825000	1	0.584454	0.180128
chr16_63350000_63355000-chr16_63890000_63895000	1	0.584454	0.180128
chr16_63585000_63590000-chr16_64125000_64130000	1	0.584454	0.180128
chr16_63895000_63900000-chr16_64435000_64440000	1	0.584454	0.180128
chr16_6420000_6425000-chr16_6960000_6965000	0	0.74604	0.537618
chr16_64310000_64315000-chr16_64850000_64855000	2	0.485567	0.0427595
chr16_65155000_65160000-chr16_65695000_65700000	1	0.584454	0.180128
chr16_65275000_65280000-chr16_65815000_65820000	0	0.74604	0.537618
chr16_65480000_65485000-chr16_66020000_66025000	0	0.74604	0.537618
chr16_6560000_6565000-chr16_7100000_7105000	1	0.584454	0.180128
chr16_65715000_65720000-chr16_66255000_66260000	0	0.74604	0.537618
chr16_6655000_6660000-chr16_7195000_7200000	1	0.584454	0.180128
chr16_66685000_66690000-chr16_67225000_67230000	0	0.74604	0.537618
chr16_66725000_66730000-chr16_67265000_67270000	1	0.584454	0.180128
chr16_6695000_6700000-chr16_7235000_7240000	1	0.584454	0.180128
chr16_67540000_67545000-chr16_68080000_68085000	0	0.74604	0.537618
chr16_67550000_67555000-chr16_68090000_68095000	1	0.584454	0.180128
chr16_67565000_67570000-chr16_68105000_68110000	0	0.74604	0.537618
chr16_67725000_67730000-chr16_68265000_68270000	2	0.485567	0.0427595
chr16_68260000_68265000-chr16_68800000_68805000	0	0.74604	0.537618
chr16_68595000_68600000-chr16_69135000_69140000	0	0.74604	0.537618
chr16_68615000_68620000-chr16_69155000_69160000	2	0.485567	0.0427595
chr16_68805000_68810000-chr16_69345000_69350000	1	0.584454	0.180128
chr16_68860000_68865000-chr16_69400000_69405000	0	0.74604	0.537618
chr16_70060000_70065000-chr16_70600000_70605000	1	0.584454	0.180128
chr16_72175000_72180000-chr16_72715000_72720000	1	0.584454	0.180128
chr16_72390000_72395000-chr16_72930000_72935000	0	0.74604	0.537618
chr16_72425000_72430000-chr16_72965000_72970000	0	0.74604	0.537618
chr16_72745000_72750000-chr16_73285000_73290000	1	0.584454	0.180128
chr16_7305000_7310000-chr16_7845000_7850000	1	0.584454	0.180128
chr16_73170000_73175000-chr16_73710000_73715000	1	0.584454	0.180128
chr16_73210000_73215000-chr16_73750000_73755000	1	0.584454	0.180128
chr16_7325000_7330000-chr16_7865000_7870000	1	0.584454	0.180128
chr16_7330000_7335000-chr16_7870000_7875000	1	0.584454	0.180128
chr16_74240000_74245000-chr16_74780000_74785000	1	0.584454	0.180128
chr16_74710000_74715000-chr16_75250000_75255000	0	0.74604	0.537618
chr16_75035000_75040000-chr16_75575000_75580000	1	0.584454	0.180128
chr16_75545000_75550000-chr16_76085000_76090000	0	0.74604	0.537618
chr16_75975000_75980000-chr16_76515000_76520000	1	0.584454	0.180128
chr16_7630000_7635000-chr16_8170000_8175000	1	0.584454	0.180128
chr16_76430000_76435000-chr16_76970000_76975000	1	0.584454	0.180128
chr16_77200000_77205000-chr16_77740000_77745000	2	0.485567	0.0427595
chr16_77260000_77265000-chr16_77800000_77805000	0	0.74604	0.537618
chr16_77590000_77595000-chr16_78130000_78135000	1	0.584454	0.180128
chr16_77800000_77805000-chr16_78340000_78345000	0	0.74604	0.537618
chr16_77900000_77905000-chr16_78440000_78445000	0	0.74604	0.537618
chr16_78145000_78150000-chr16_78685000_78690000	0	0.74604	0.537618
chr16_7845000_7850000-chr16_8385000_8390000	0	0.74604	0.537618
chr16_78685000_78690000-chr16_79225000_79230000	0	0.74604	0.537618
chr16_78705000_78710000-chr16_79245000_79250000	1	0.584454	0.180128
chr16_78840000_78845000-chr16_79380000_79385000	0	0.74604	0.537618
chr16_79935000_79940000-chr16_80475000_80480000	1	0.584454	0.180128
chr16_80030000_80035000-chr16_80570000_80575000	0	0.74604	0.537618
chr16_80050000_80055000-chr16_80590000_80595000	0	0.74604	0.537618
chr16_80125000_80130000-chr16_80665000_80670000	0	0.74604	0.537618
chr16_80665000_80670000-chr16_81205000_81210000	1	0.584454	0.180128
chr16_80970000_80975000-chr16_81510000_81515000	0	0.74604	0.537618
chr16_81045000_81050000-chr16_81585000_81590000	1	0.584454	0.180128
chr16_81090000_81095000-chr16_81630000_81635000	0	0.74604	0.537618
chr16_81385000_81390000-chr16_81925000_81930000	1	0.584454	0.180128
chr16_82120000_82125000-chr16_82660000_82665000	1	0.584454	0.180128
chr16_82200000_82205000-chr16_82740000_82745000	0	0.74604	0.537618
chr16_82225000_82230000-chr16_82765000_82770000	0	0.74604	0.537618
chr16_82450000_82455000-chr16_82990000_82995000	1	0.584454	0.180128
chr16_82615000_82620000-chr16_83155000_83160000	1	0.584454	0.180128
chr16_82625000_82630000-chr16_83165000_83170000	2	0.485567	0.0427595
chr16_82650000_82655000-chr16_83190000_83195000	1	0.584454	0.180128
chr16_82850000_82855000-chr16_83390000_83395000	0	0.74604	0.537618
chr16_84000000_84005000-chr16_84540000_84545000	1	0.584454	0.180128
chr16_84095000_84100000-chr16_84635000_84640000	0	0.74604	0.537618
chr16_84385000_84390000-chr16_84925000_84930000	0	0.74604	0.537618
chr16_84880000_84885000-chr16_85420000_85425000	1	0.584454	0.180128
chr16_85030000_85035000-chr16_85570000_85575000	0	0.74604	0.537618
chr16_85150000_85155000-chr16_85690000_85695000	1	0.584454	0.180128
chr16_85340000_85345000-chr16_85880000_85885000	0	0.74604	0.537618
chr16_85900000_85905000-chr16_86440000_86445000	1	0.584454	0.180128
chr16_86000000_86005000-chr16_86540000_86545000	1	0.584454	0.180128
chr16_86250000_86255000-chr16_86790000_86795000	0	0.74604	0.537618
chr16_86990000_86995000-chr16_87530000_87535000	1	0.584454	0.180128
chr16_87090000_87095000-chr16_87630000_87635000	1	0.584454	0.180128
chr16_87685000_87690000-chr16_88225000_88230000	0	0.74604	0.537618
chr16_87810000_87815000-chr16_88350000_88355000	1	0.584454	0.180128
chr16_8850000_8855000-chr16_9390000_9395000	2	0.485567	0.0427595
chr16_88540000_88545000-chr16_89080000_89085000	3	0.259309	0.00778136
chr16_88685000_88690000-chr16_89225000_89230000	3	0.259309	0.00778136
chr16_89130000_89135000-chr16_89670000_89675000	1	0.584454	0.180128
chr16_89190000_89195000-chr16_89730000_89735000	0	0.74604	0.537618
chr16_89390000_89395000-chr16_89930000_89935000	2	0.485567	0.0427595
